gene id Process
PRKCQ hsa04270 Vascular_smooth_muscle_contraction
PRKCQ hsa04660 T_cell_receptor_signaling_pathway
PRKCQ hsa04530 Tight_junction
PRKCSH hsa04141 Protein_processing_in_endoplasmic_reticulum
PLD1 hsa04141 Protein_processing_in_endoplasmic_reticulum
PRKCZ hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
PRKCZ hsa04062 Chemokine_signaling_pathway
PRKCZ hsa04071 Sphingolipid_signaling_pathway
PRKCZ hsa04910 Insulin_signaling_pathway
PRKCZ hsa04390 Hippo_signaling_pathway
PRKCZ hsa04611 Platelet_activation
PRKCZ hsa04931 Insulin_resistance
PRKCZ hsa04144 Endocytosis
PRKCZ hsa04015 Rap1_signaling_pathway
PRKCZ hsa04530 Tight_junction
PRKCZ hsa04930 Type_II_diabetes_mellitus
PRKDC hsa04110 Cell_cycle
PRKDC hsa03450 Non-homologous_end-joining
PRKG1 hsa04611 Platelet_activation
PRKG1 hsa04022 cGMP-PKG_signaling_pathway
PRKG1 hsa04740 Olfactory_transduction
PRKG1 hsa04270 Vascular_smooth_muscle_contraction
PRKG1 hsa04923 Regulation_of_lipolysis_in_adipocytes
PRKG1 hsa04970 Salivary_secretion
PRKG1 hsa04730 Long-term_depression
PRKG1 hsa04713 Circadian_entrainment
PRKG1 hsa04540 Gap_junction
PRKG2 hsa04540 Gap_junction
PRKG2 hsa04713 Circadian_entrainment
PRKG2 hsa04923 Regulation_of_lipolysis_in_adipocytes
PRKG2 hsa04611 Platelet_activation
PRKG2 hsa04924 Renin_secretion
PRKG2 hsa04022 cGMP-PKG_signaling_pathway
PRKG2 hsa04970 Salivary_secretion
PRKG2 hsa04740 Olfactory_transduction
PRKG2 hsa04730 Long-term_depression
MAPK1 hsa04150 mTOR_signaling_pathway
MAPK1 hsa04662 B_cell_receptor_signaling_pathway
MAPK1 hsa05145 Toxoplasmosis
MAPK1 hsa04723 Retrograde_endocannabinoid_signaling
MAPK1 hsa04916 Melanogenesis
MAPK1 hsa05152 Tuberculosis
MAPK1 hsa05020 Prion_diseases
MAPK1 hsa05210 Colorectal_cancer
MAPK1 hsa04520 Adherens_junction
MAPK1 hsa04668 TNF_signaling_pathway
MAPK1 hsa04912 GnRH_signaling_pathway
MAPK1 hsa04666 Fc_gamma_R-mediated_phagocytosis
MAPK1 hsa04010 MAPK_signaling_pathway
MAPK1 hsa04720 Long-term_potentiation
MAPK1 hsa05231 Choline_metabolism_in_cancer
MAPK1 hsa04724 Glutamatergic_synapse
MAPK1 hsa04022 cGMP-PKG_signaling_pathway
MAPK1 hsa04621 NOD-like_receptor_signaling_pathway
MAPK1 hsa04261 Adrenergic_signaling_in_cardiomyocytes
MAPK1 hsa05213 Endometrial_cancer
MAPK1 hsa05160 Hepatitis_C
MAPK1 hsa05010 Alzheimer's_disease
MAPK1 hsa05133 Pertussis
MAPK1 hsa04540 Gap_junction
MAPK1 hsa04611 Platelet_activation
MAPK1 hsa04066 HIF-1_signaling_pathway
MAPK1 hsa04062 Chemokine_signaling_pathway
MAPK1 hsa04730 Long-term_depression
MAPK1 hsa05132 Salmonella_infection
MAPK1 hsa05142 Chagas_disease_(American_trypanosomiasis)
MAPK1 hsa04664 Fc_epsilon_RI_signaling_pathway
MAPK1 hsa05220 Chronic_myeloid_leukemia
MAPK1 hsa04713 Circadian_entrainment
MAPK1 hsa04071 Sphingolipid_signaling_pathway
MAPK1 hsa04914 Progesterone-mediated_oocyte_maturation
MAPK1 hsa04380 Osteoclast_differentiation
MAPK1 hsa04024 cAMP_signaling_pathway
MAPK1 hsa04726 Serotonergic_synapse
MAPK1 hsa04810 Regulation_of_actin_cytoskeleton
MAPK1 hsa04151 PI3K-Akt_signaling_pathway
MAPK1 hsa04921 Oxytocin_signaling_pathway
MAPK1 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
MAPK1 hsa05223 Non-small_cell_lung_cancer
MAPK1 hsa05203 Viral_carcinogenesis
MAPK1 hsa04270 Vascular_smooth_muscle_contraction
MAPK1 hsa05216 Thyroid_cancer
MAPK1 hsa05230 Central_carbon_metabolism_in_cancer
MAPK1 hsa04510 Focal_adhesion
MAPK1 hsa05211 Renal_cell_carcinoma
MAPK1 hsa05164 Influenza_A
MAPK1 hsa04960 Aldosterone-regulated_sodium_reabsorption
MAPK1 hsa05140 Leishmaniasis
MAPK1 hsa04910 Insulin_signaling_pathway
MAPK1 hsa04370 VEGF_signaling_pathway
MAPK1 hsa04915 Estrogen_signaling_pathway
MAPK1 hsa05221 Acute_myeloid_leukemia
MAPK1 hsa05215 Prostate_cancer
MAPK1 hsa01522 Endocrine_resistance
MAPK1 hsa04650 Natural_killer_cell_mediated_cytotoxicity
MAPK1 hsa05131 Shigellosis
MAPK1 hsa04320 Dorso-ventral_axis_formation
MAPK1 hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
MAPK1 hsa04350 TGF-beta_signaling_pathway
MAPK1 hsa04660 T_cell_receptor_signaling_pathway
MAPK1 hsa05205 Proteoglycans_in_cancer
MAPK1 hsa05212 Pancreatic_cancer
MAPK1 hsa04072 Phospholipase_D_signaling_pathway
MAPK1 hsa04210 Apoptosis
MAPK1 hsa05206 MicroRNAs_in_cancer
MAPK1 hsa04620 Toll-like_receptor_signaling_pathway
MAPK1 hsa04919 Thyroid_hormone_signaling_pathway
MAPK1 hsa04930 Type_II_diabetes_mellitus
MAPK1 hsa04014 Ras_signaling_pathway
MAPK1 hsa05034 Alcoholism
MAPK1 hsa05200 Pathways_in_cancer
MAPK1 hsa04725 Cholinergic_synapse
MAPK1 hsa04012 ErbB_signaling_pathway
MAPK1 hsa05219 Bladder_cancer
MAPK1 hsa05218 Melanoma
MAPK1 hsa04015 Rap1_signaling_pathway
MAPK1 hsa04722 Neurotrophin_signaling_pathway
MAPK1 hsa04360 Axon_guidance
MAPK1 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
MAPK1 hsa05214 Glioma
MAPK1 hsa04917 Prolactin_signaling_pathway
MAPK1 hsa05161 Hepatitis_B
MAPK1 hsa01524 Platinum_drug_resistance
MAPK1 hsa04114 Oocyte_meiosis
MAPK1 hsa04068 FoxO_signaling_pathway
MAPK3 hsa05216 Thyroid_cancer
MAPK3 hsa04270 Vascular_smooth_muscle_contraction
MAPK3 hsa04150 mTOR_signaling_pathway
MAPK3 hsa04621 NOD-like_receptor_signaling_pathway
MAPK3 hsa04730 Long-term_depression
MAPK3 hsa05020 Prion_diseases
MAPK3 hsa05034 Alcoholism
MAPK3 hsa04720 Long-term_potentiation
MAPK3 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
MAPK3 hsa04072 Phospholipase_D_signaling_pathway
MAPK3 hsa05218 Melanoma
MAPK3 hsa05010 Alzheimer's_disease
MAPK3 hsa04930 Type_II_diabetes_mellitus
MAPK3 hsa04024 cAMP_signaling_pathway
MAPK3 hsa04917 Prolactin_signaling_pathway
MAPK3 hsa04662 B_cell_receptor_signaling_pathway
MAPK3 hsa05210 Colorectal_cancer
MAPK3 hsa04726 Serotonergic_synapse
MAPK3 hsa04014 Ras_signaling_pathway
MAPK3 hsa04320 Dorso-ventral_axis_formation
MAPK3 hsa04914 Progesterone-mediated_oocyte_maturation
MAPK3 hsa04380 Osteoclast_differentiation
MAPK3 hsa05220 Chronic_myeloid_leukemia
MAPK3 hsa04912 GnRH_signaling_pathway
MAPK3 hsa05221 Acute_myeloid_leukemia
MAPK3 hsa04916 Melanogenesis
MAPK3 hsa04510 Focal_adhesion
MAPK3 hsa04611 Platelet_activation
MAPK3 hsa01524 Platinum_drug_resistance
MAPK3 hsa04960 Aldosterone-regulated_sodium_reabsorption
MAPK3 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
MAPK3 hsa04360 Axon_guidance
MAPK3 hsa05213 Endometrial_cancer
MAPK3 hsa05203 Viral_carcinogenesis
MAPK3 hsa05133 Pertussis
MAPK3 hsa04071 Sphingolipid_signaling_pathway
MAPK3 hsa04724 Glutamatergic_synapse
MAPK3 hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
MAPK3 hsa04540 Gap_junction
MAPK3 hsa05160 Hepatitis_C
MAPK3 hsa04520 Adherens_junction
MAPK3 hsa05219 Bladder_cancer
MAPK3 hsa05230 Central_carbon_metabolism_in_cancer
MAPK3 hsa05212 Pancreatic_cancer
MAPK3 hsa04350 TGF-beta_signaling_pathway
MAPK3 hsa05131 Shigellosis
MAPK3 hsa05164 Influenza_A
MAPK3 hsa04261 Adrenergic_signaling_in_cardiomyocytes
MAPK3 hsa04919 Thyroid_hormone_signaling_pathway
MAPK3 hsa05215 Prostate_cancer
MAPK3 hsa04915 Estrogen_signaling_pathway
MAPK3 hsa04666 Fc_gamma_R-mediated_phagocytosis
MAPK3 hsa04723 Retrograde_endocannabinoid_signaling
MAPK3 hsa04010 MAPK_signaling_pathway
MAPK3 hsa01522 Endocrine_resistance
MAPK3 hsa05214 Glioma
MAPK3 hsa05152 Tuberculosis
MAPK3 hsa04650 Natural_killer_cell_mediated_cytotoxicity
MAPK3 hsa04062 Chemokine_signaling_pathway
MAPK3 hsa05205 Proteoglycans_in_cancer
MAPK3 hsa04114 Oocyte_meiosis
MAPK3 hsa04012 ErbB_signaling_pathway
MAPK3 hsa04910 Insulin_signaling_pathway
MAPK3 hsa04210 Apoptosis
MAPK3 hsa05231 Choline_metabolism_in_cancer
MAPK3 hsa04668 TNF_signaling_pathway
MAPK3 hsa05132 Salmonella_infection
MAPK3 hsa04015 Rap1_signaling_pathway
MAPK3 hsa04664 Fc_epsilon_RI_signaling_pathway
MAPK3 hsa05223 Non-small_cell_lung_cancer
MAPK3 hsa05211 Renal_cell_carcinoma
MAPK3 hsa04713 Circadian_entrainment
MAPK3 hsa04722 Neurotrophin_signaling_pathway
MAPK3 hsa04810 Regulation_of_actin_cytoskeleton
MAPK3 hsa04022 cGMP-PKG_signaling_pathway
MAPK3 hsa04151 PI3K-Akt_signaling_pathway
MAPK3 hsa04068 FoxO_signaling_pathway
MAPK3 hsa04725 Cholinergic_synapse
MAPK3 hsa04921 Oxytocin_signaling_pathway
MAPK3 hsa04370 VEGF_signaling_pathway
MAPK3 hsa05142 Chagas_disease_(American_trypanosomiasis)
MAPK3 hsa04660 T_cell_receptor_signaling_pathway
MAPK3 hsa04066 HIF-1_signaling_pathway
MAPK3 hsa05200 Pathways_in_cancer
MAPK3 hsa05145 Toxoplasmosis
MAPK3 hsa05161 Hepatitis_B
MAPK3 hsa05140 Leishmaniasis
MAPK3 hsa04620 Toll-like_receptor_signaling_pathway
MAPK7 hsa04912 GnRH_signaling_pathway
MAPK7 hsa04722 Neurotrophin_signaling_pathway
MAPK7 hsa05206 MicroRNAs_in_cancer
MAPK7 hsa04540 Gap_junction
MAPK7 hsa04921 Oxytocin_signaling_pathway
MAPK7 hsa04010 MAPK_signaling_pathway
MAPK8 hsa04210 Apoptosis
MAPK8 hsa05166 HTLV-I_infection
MAPK8 hsa04910 Insulin_signaling_pathway
MAPK8 hsa05168 Herpes_simplex_infection
MAPK8 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
MAPK8 hsa04024 cAMP_signaling_pathway
MAPK8 hsa05120 Epithelial_cell_signaling_in_Helicobacter_pylori_infection
MAPK8 hsa05142 Chagas_disease_(American_trypanosomiasis)
MAPK8 hsa04722 Neurotrophin_signaling_pathway
MAPK8 hsa04723 Retrograde_endocannabinoid_signaling
MAPK8 hsa05145 Toxoplasmosis
MAPK8 hsa04664 Fc_epsilon_RI_signaling_pathway
MAPK8 hsa05161 Hepatitis_B
MAPK8 hsa04917 Prolactin_signaling_pathway
MAPK8 hsa05200 Pathways_in_cancer
MAPK8 hsa04622 RIG-I-like_receptor_signaling_pathway
MAPK8 hsa05169 Epstein-Barr_virus_infection
MAPK8 hsa04014 Ras_signaling_pathway
MAPK8 hsa04380 Osteoclast_differentiation
MAPK8 hsa05231 Choline_metabolism_in_cancer
MAPK8 hsa05160 Hepatitis_C
MAPK8 hsa04931 Insulin_resistance
MAPK8 hsa04141 Protein_processing_in_endoplasmic_reticulum
MAPK8 hsa04068 FoxO_signaling_pathway
MAPK8 hsa04930 Type_II_diabetes_mellitus
MAPK8 hsa05131 Shigellosis
MAPK8 hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
MAPK8 hsa04620 Toll-like_receptor_signaling_pathway
MAPK8 hsa04310 Wnt_signaling_pathway
MAPK8 hsa01522 Endocrine_resistance
MAPK8 hsa05132 Salmonella_infection
MAPK8 hsa04932 Non-alcoholic_fatty_liver_disease_(NAFLD)
MAPK8 hsa05133 Pertussis
MAPK8 hsa04071 Sphingolipid_signaling_pathway
MAPK8 hsa05210 Colorectal_cancer
MAPK8 hsa04912 GnRH_signaling_pathway
MAPK8 hsa04668 TNF_signaling_pathway
MAPK8 hsa04920 Adipocytokine_signaling_pathway
MAPK8 hsa04010 MAPK_signaling_pathway
MAPK8 hsa04728 Dopaminergic_synapse
MAPK8 hsa05152 Tuberculosis
MAPK8 hsa04215 Apoptosis
MAPK8 hsa04510 Focal_adhesion
MAPK8 hsa04621 NOD-like_receptor_signaling_pathway
MAPK8 hsa04012 ErbB_signaling_pathway
MAPK8 hsa05212 Pancreatic_cancer
MAPK8 hsa05164 Influenza_A
MAPK8 hsa04914 Progesterone-mediated_oocyte_maturation
MAPK11 hsa05133 Pertussis
MAPK11 hsa05160 Hepatitis_C
MAPK11 hsa04071 Sphingolipid_signaling_pathway
MAPK11 hsa04611 Platelet_activation
MAPK11 hsa05145 Toxoplasmosis
MAPK11 hsa05164 Influenza_A
MAPK11 hsa04914 Progesterone-mediated_oocyte_maturation
MAPK11 hsa05142 Chagas_disease_(American_trypanosomiasis)
MAPK11 hsa05131 Shigellosis
MAPK11 hsa04660 T_cell_receptor_signaling_pathway
MAPK11 hsa04670 Leukocyte_transendothelial_migration
MAPK11 hsa04664 Fc_epsilon_RI_signaling_pathway
MAPK11 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
MAPK11 hsa04912 GnRH_signaling_pathway
MAPK11 hsa04723 Retrograde_endocannabinoid_signaling
MAPK11 hsa05205 Proteoglycans_in_cancer
MAPK11 hsa04261 Adrenergic_signaling_in_cardiomyocytes
MAPK11 hsa04015 Rap1_signaling_pathway
MAPK11 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
MAPK11 hsa01522 Endocrine_resistance
MAPK11 hsa04621 NOD-like_receptor_signaling_pathway
MAPK11 hsa05132 Salmonella_infection
MAPK11 hsa04668 TNF_signaling_pathway
MAPK11 hsa04622 RIG-I-like_receptor_signaling_pathway
MAPK11 hsa04010 MAPK_signaling_pathway
MAPK11 hsa04917 Prolactin_signaling_pathway
MAPK11 hsa05140 Leishmaniasis
MAPK11 hsa04728 Dopaminergic_synapse
MAPK11 hsa04380 Osteoclast_differentiation
MAPK11 hsa04068 FoxO_signaling_pathway
MAPK11 hsa04370 VEGF_signaling_pathway
MAPK11 hsa05169 Epstein-Barr_virus_infection
MAPK11 hsa05152 Tuberculosis
MAPK11 hsa05014 Amyotrophic_lateral_sclerosis_(ALS)
MAPK11 hsa04722 Neurotrophin_signaling_pathway
MAPK11 hsa04620 Toll-like_receptor_signaling_pathway
MAPK11 hsa05120 Epithelial_cell_signaling_in_Helicobacter_pylori_infection
MAPK11 hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
MAPK9 hsa04728 Dopaminergic_synapse
MAPK9 hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
MAPK9 hsa04215 Apoptosis
MAPK9 hsa04664 Fc_epsilon_RI_signaling_pathway
MAPK9 hsa04912 GnRH_signaling_pathway
MAPK9 hsa04012 ErbB_signaling_pathway
MAPK9 hsa04380 Osteoclast_differentiation
MAPK9 hsa04310 Wnt_signaling_pathway
MAPK9 hsa05212 Pancreatic_cancer
MAPK9 hsa04071 Sphingolipid_signaling_pathway
MAPK9 hsa05132 Salmonella_infection
MAPK9 hsa04910 Insulin_signaling_pathway
MAPK9 hsa04917 Prolactin_signaling_pathway
MAPK9 hsa05169 Epstein-Barr_virus_infection
MAPK9 hsa05231 Choline_metabolism_in_cancer
MAPK9 hsa04620 Toll-like_receptor_signaling_pathway
MAPK9 hsa01522 Endocrine_resistance
MAPK9 hsa04210 Apoptosis
MAPK9 hsa04010 MAPK_signaling_pathway
MAPK9 hsa05131 Shigellosis
MAPK9 hsa04668 TNF_signaling_pathway
MAPK9 hsa05152 Tuberculosis
MAPK9 hsa05142 Chagas_disease_(American_trypanosomiasis)
MAPK9 hsa05161 Hepatitis_B
MAPK9 hsa04931 Insulin_resistance
MAPK9 hsa04932 Non-alcoholic_fatty_liver_disease_(NAFLD)
MAPK9 hsa05200 Pathways_in_cancer
MAPK9 hsa05133 Pertussis
MAPK9 hsa04510 Focal_adhesion
MAPK9 hsa05168 Herpes_simplex_infection
MAPK9 hsa05145 Toxoplasmosis
MAPK9 hsa05160 Hepatitis_C
MAPK9 hsa04024 cAMP_signaling_pathway
MAPK9 hsa04014 Ras_signaling_pathway
MAPK9 hsa04660 T_cell_receptor_signaling_pathway
MAPK9 hsa04722 Neurotrophin_signaling_pathway
MAPK9 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
MAPK9 hsa04068 FoxO_signaling_pathway
MAPK9 hsa04723 Retrograde_endocannabinoid_signaling
MAPK9 hsa05210 Colorectal_cancer
MAPK9 hsa05164 Influenza_A
MAPK9 hsa04930 Type_II_diabetes_mellitus
MAPK9 hsa04622 RIG-I-like_receptor_signaling_pathway
MAPK9 hsa04920 Adipocytokine_signaling_pathway
MAPK9 hsa04914 Progesterone-mediated_oocyte_maturation
MAPK9 hsa05120 Epithelial_cell_signaling_in_Helicobacter_pylori_infection
MAPK9 hsa04141 Protein_processing_in_endoplasmic_reticulum
MAPK9 hsa04621 NOD-like_receptor_signaling_pathway
MAPK10 hsa04012 ErbB_signaling_pathway
MAPK10 hsa05132 Salmonella_infection
MAPK10 hsa05212 Pancreatic_cancer
MAPK10 hsa04932 Non-alcoholic_fatty_liver_disease_(NAFLD)
MAPK10 hsa04664 Fc_epsilon_RI_signaling_pathway
MAPK10 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
MAPK10 hsa05145 Toxoplasmosis
MAPK10 hsa04914 Progesterone-mediated_oocyte_maturation
MAPK10 hsa04723 Retrograde_endocannabinoid_signaling
MAPK10 hsa04380 Osteoclast_differentiation
MAPK10 hsa04215 Apoptosis
MAPK10 hsa04930 Type_II_diabetes_mellitus
MAPK10 hsa05142 Chagas_disease_(American_trypanosomiasis)
MAPK10 hsa05152 Tuberculosis
MAPK10 hsa04014 Ras_signaling_pathway
MAPK10 hsa04910 Insulin_signaling_pathway
MAPK10 hsa04622 RIG-I-like_receptor_signaling_pathway
MAPK10 hsa05231 Choline_metabolism_in_cancer
MAPK10 hsa05168 Herpes_simplex_infection
MAPK10 hsa05210 Colorectal_cancer
MAPK10 hsa04068 FoxO_signaling_pathway
MAPK10 hsa04621 NOD-like_receptor_signaling_pathway
MAPK10 hsa04024 cAMP_signaling_pathway
MAPK10 hsa05164 Influenza_A
MAPK10 hsa04722 Neurotrophin_signaling_pathway
MAPK10 hsa01522 Endocrine_resistance
MAPK10 hsa04912 GnRH_signaling_pathway
MAPK10 hsa04728 Dopaminergic_synapse
MAPK10 hsa05133 Pertussis
MAPK10 hsa04310 Wnt_signaling_pathway
MAPK10 hsa05160 Hepatitis_C
MAPK10 hsa05131 Shigellosis
MAPK10 hsa04510 Focal_adhesion
MAPK10 hsa04210 Apoptosis
MAPK10 hsa05200 Pathways_in_cancer
MAPK10 hsa04668 TNF_signaling_pathway
MAPK10 hsa04917 Prolactin_signaling_pathway
MAPK10 hsa04141 Protein_processing_in_endoplasmic_reticulum
MAPK10 hsa05161 Hepatitis_B
MAPK10 hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
MAPK10 hsa04071 Sphingolipid_signaling_pathway
MAPK10 hsa04931 Insulin_resistance
MAPK10 hsa04920 Adipocytokine_signaling_pathway
MAPK10 hsa05169 Epstein-Barr_virus_infection
MAPK10 hsa04620 Toll-like_receptor_signaling_pathway
MAPK10 hsa04010 MAPK_signaling_pathway
MAPK10 hsa05120 Epithelial_cell_signaling_in_Helicobacter_pylori_infection
MAPK13 hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
MAPK13 hsa04728 Dopaminergic_synapse
MAPK13 hsa04914 Progesterone-mediated_oocyte_maturation
MAPK13 hsa04261 Adrenergic_signaling_in_cardiomyocytes
MAPK13 hsa04660 T_cell_receptor_signaling_pathway
MAPK13 hsa05160 Hepatitis_C
MAPK13 hsa04917 Prolactin_signaling_pathway
MAPK13 hsa05152 Tuberculosis
MAPK13 hsa05142 Chagas_disease_(American_trypanosomiasis)
MAPK13 hsa04670 Leukocyte_transendothelial_migration
MAPK13 hsa05169 Epstein-Barr_virus_infection
MAPK13 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
MAPK13 hsa05164 Influenza_A
MAPK13 hsa05140 Leishmaniasis
MAPK13 hsa04621 NOD-like_receptor_signaling_pathway
MAPK13 hsa05120 Epithelial_cell_signaling_in_Helicobacter_pylori_infection
MAPK13 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
MAPK13 hsa05205 Proteoglycans_in_cancer
MAPK13 hsa04370 VEGF_signaling_pathway
MAPK13 hsa04010 MAPK_signaling_pathway
MAPK13 hsa04015 Rap1_signaling_pathway
MAPK13 hsa04912 GnRH_signaling_pathway
MAPK13 hsa04071 Sphingolipid_signaling_pathway
MAPK13 hsa05131 Shigellosis
MAPK13 hsa04668 TNF_signaling_pathway
MAPK13 hsa04664 Fc_epsilon_RI_signaling_pathway
MAPK13 hsa04380 Osteoclast_differentiation
MAPK13 hsa05133 Pertussis
MAPK13 hsa04722 Neurotrophin_signaling_pathway
MAPK13 hsa04611 Platelet_activation
MAPK13 hsa05014 Amyotrophic_lateral_sclerosis_(ALS)
MAPK13 hsa05145 Toxoplasmosis
MAPK13 hsa04620 Toll-like_receptor_signaling_pathway
MAPK13 hsa01522 Endocrine_resistance
MAPK13 hsa04723 Retrograde_endocannabinoid_signaling
MAPK13 hsa05132 Salmonella_infection
MAPK13 hsa04622 RIG-I-like_receptor_signaling_pathway
MAPK13 hsa04068 FoxO_signaling_pathway
MAP2K1 hsa04012 ErbB_signaling_pathway
MAP2K1 hsa04062 Chemokine_signaling_pathway
MAP2K1 hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
MAP2K1 hsa05214 Glioma
MAP2K1 hsa04150 mTOR_signaling_pathway
MAP2K1 hsa05220 Chronic_myeloid_leukemia
MAP2K1 hsa04666 Fc_gamma_R-mediated_phagocytosis
MAP2K1 hsa04650 Natural_killer_cell_mediated_cytotoxicity
MAP2K1 hsa05221 Acute_myeloid_leukemia
MAP2K1 hsa04722 Neurotrophin_signaling_pathway
MAP2K1 hsa05210 Colorectal_cancer
MAP2K1 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
MAP2K1 hsa04151 PI3K-Akt_signaling_pathway
MAP2K1 hsa05200 Pathways_in_cancer
MAP2K1 hsa04910 Insulin_signaling_pathway
MAP2K1 hsa05219 Bladder_cancer
MAP2K1 hsa04210 Apoptosis
MAP2K1 hsa04664 Fc_epsilon_RI_signaling_pathway
MAP2K1 hsa04024 cAMP_signaling_pathway
MAP2K1 hsa04916 Melanogenesis
MAP2K1 hsa04072 Phospholipase_D_signaling_pathway
MAP2K1 hsa05164 Influenza_A
MAP2K1 hsa04662 B_cell_receptor_signaling_pathway
MAP2K1 hsa04915 Estrogen_signaling_pathway
MAP2K1 hsa05231 Choline_metabolism_in_cancer
MAP2K1 hsa05206 MicroRNAs_in_cancer
MAP2K1 hsa04114 Oocyte_meiosis
MAP2K1 hsa04066 HIF-1_signaling_pathway
MAP2K1 hsa05205 Proteoglycans_in_cancer
MAP2K1 hsa05161 Hepatitis_B
MAP2K1 hsa04620 Toll-like_receptor_signaling_pathway
MAP2K1 hsa05211 Renal_cell_carcinoma
MAP2K1 hsa05213 Endometrial_cancer
MAP2K1 hsa04320 Dorso-ventral_axis_formation
MAP2K1 hsa05020 Prion_diseases
MAP2K1 hsa05223 Non-small_cell_lung_cancer
MAP2K1 hsa05212 Pancreatic_cancer
MAP2K1 hsa04810 Regulation_of_actin_cytoskeleton
MAP2K1 hsa04370 VEGF_signaling_pathway
MAP2K1 hsa04014 Ras_signaling_pathway
MAP2K1 hsa04510 Focal_adhesion
MAP2K1 hsa05216 Thyroid_cancer
MAP2K1 hsa01522 Endocrine_resistance
MAP2K1 hsa04919 Thyroid_hormone_signaling_pathway
MAP2K1 hsa04660 T_cell_receptor_signaling_pathway
MAP2K1 hsa04071 Sphingolipid_signaling_pathway
MAP2K1 hsa04720 Long-term_potentiation
MAP2K1 hsa05215 Prostate_cancer
MAP2K1 hsa04010 MAPK_signaling_pathway
MAP2K1 hsa05034 Alcoholism
MAP2K1 hsa04726 Serotonergic_synapse
MAP2K1 hsa04022 cGMP-PKG_signaling_pathway
MAP2K1 hsa04540 Gap_junction
MAP2K1 hsa04068 FoxO_signaling_pathway
MAP2K1 hsa04668 TNF_signaling_pathway
MAP2K1 hsa04270 Vascular_smooth_muscle_contraction
MAP2K1 hsa04015 Rap1_signaling_pathway
MAP2K1 hsa04380 Osteoclast_differentiation
MAP2K1 hsa04914 Progesterone-mediated_oocyte_maturation
MAP2K1 hsa04725 Cholinergic_synapse
MAP2K1 hsa05230 Central_carbon_metabolism_in_cancer
MAP2K1 hsa04730 Long-term_depression
MAP2K1 hsa04912 GnRH_signaling_pathway
MAP2K1 hsa05218 Melanoma
MAP2K1 hsa04917 Prolactin_signaling_pathway
MAP2K1 hsa04921 Oxytocin_signaling_pathway
MAP2K2 hsa05216 Thyroid_cancer
MAP2K2 hsa05219 Bladder_cancer
MAP2K2 hsa04012 ErbB_signaling_pathway
MAP2K2 hsa04650 Natural_killer_cell_mediated_cytotoxicity
MAP2K2 hsa04915 Estrogen_signaling_pathway
MAP2K2 hsa04720 Long-term_potentiation
MAP2K2 hsa04024 cAMP_signaling_pathway
MAP2K2 hsa05215 Prostate_cancer
MAP2K2 hsa04916 Melanogenesis
MAP2K2 hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
MAP2K2 hsa04810 Regulation_of_actin_cytoskeleton
MAP2K2 hsa05223 Non-small_cell_lung_cancer
MAP2K2 hsa04014 Ras_signaling_pathway
MAP2K2 hsa04910 Insulin_signaling_pathway
MAP2K2 hsa04730 Long-term_depression
MAP2K2 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
MAP2K2 hsa04015 Rap1_signaling_pathway
MAP2K2 hsa05221 Acute_myeloid_leukemia
MAP2K2 hsa04919 Thyroid_hormone_signaling_pathway
MAP2K2 hsa04066 HIF-1_signaling_pathway
MAP2K2 hsa04210 Apoptosis
MAP2K2 hsa01522 Endocrine_resistance
MAP2K2 hsa05200 Pathways_in_cancer
MAP2K2 hsa05231 Choline_metabolism_in_cancer
MAP2K2 hsa04150 mTOR_signaling_pathway
MAP2K2 hsa05161 Hepatitis_B
MAP2K2 hsa04912 GnRH_signaling_pathway
MAP2K2 hsa04722 Neurotrophin_signaling_pathway
MAP2K2 hsa04072 Phospholipase_D_signaling_pathway
MAP2K2 hsa05230 Central_carbon_metabolism_in_cancer
MAP2K2 hsa05220 Chronic_myeloid_leukemia
MAP2K2 hsa05218 Melanoma
MAP2K2 hsa04662 B_cell_receptor_signaling_pathway
MAP2K2 hsa05020 Prion_diseases
MAP2K2 hsa04917 Prolactin_signaling_pathway
MAP2K2 hsa04540 Gap_junction
