ENSG00000278198	ENST00000611619	ENSP00000482855
ENSG00000212916	ENST00000418460	ENSP00000403208
ENSG00000135587	ENST00000258052	ENSP00000258052
ENSG00000163930	ENST00000460680	ENSP00000417132
ENSG00000253958	ENST00000519106	ENSP00000428780
ENSG00000183520	ENST00000373014	ENSP00000362105
ENSG00000184999	ENST00000332793	ENSP00000327569
ENSG00000054690	ENST00000329153	ENSP00000330278
ENSG00000171174	ENST00000302188	ENSP00000306817
ENSG00000198252	ENST00000354586	ENSP00000346599
ENSG00000159871	ENST00000377950	ENSP00000367185
ENSG00000173409	ENST00000310256	ENSP00000312458
ENSG00000170502	ENST00000302174	ENSP00000303575
ENSG00000125249	ENST00000245304	ENSP00000245304
ENSG00000186710	ENST00000335621	ENSP00000333915
ENSG00000178809	ENST00000323819	ENSP00000318615
ENSG00000183431	ENST00000373019	ENSP00000362110
ENSG00000183114	ENST00000332947	ENSP00000331397
ENSG00000143387	ENST00000271651	ENSP00000271651
ENSG00000143452	ENST00000361824	ENSP00000355167
ENSG00000221977	ENST00000408935	ENSP00000386195
ENSG00000125354	ENST00000343984	ENSP00000341524
ENSG00000198189	ENST00000358290	ENSP00000351035
ENSG00000055118	ENST00000262186	ENSP00000262186
ENSG00000196547	ENST00000559717	ENSP00000452948
ENSG00000188404	ENST00000236147	ENSP00000236147
ENSG00000187676	ENST00000343307	ENSP00000343002
ENSG00000187980	ENST00000247992	ENSP00000247992
ENSG00000068976	ENST00000164139	ENSP00000164139
ENSG00000267748	ENST00000591889	ENSP00000468040
ENSG00000114686	ENST00000264995	ENSP00000264995
ENSG00000185352	ENST00000376705	ENSP00000365895
ENSG00000105771	ENST00000270066	ENSP00000270066
ENSG00000111328	ENST00000261692	ENSP00000261692
ENSG00000175416	ENST00000310418	ENSP00000309415
ENSG00000196420	ENST00000368718	ENSP00000357707
ENSG00000151376	ENST00000543262	ENSP00000440246
ENSG00000173064	ENST00000550722	ENSP00000449784
ENSG00000198821	ENST00000362089	ENSP00000354782
ENSG00000143374	ENST00000369064	ENSP00000358060
ENSG00000186666	ENST00000333924	ENSP00000335201
ENSG00000061794	ENST00000081029	ENSP00000081029
ENSG00000182010	ENST00000373789	ENSP00000362894
ENSG00000203783	ENST00000368744	ENSP00000357733
ENSG00000244094	ENST00000468739	ENSP00000418193
ENSG00000102265	ENST00000218388	ENSP00000218388
ENSG00000169914	ENST00000375120	ENSP00000364261
ENSG00000156858	ENST00000542965	ENSP00000441641
ENSG00000185090	ENST00000373045	ENSP00000362136
ENSG00000135148	ENST00000257604	ENSP00000257604
ENSG00000215356	ENST00000400120	ENSP00000382987
ENSG00000105136	ENST00000424930	ENSP00000388864
ENSG00000266472	ENST00000581066	ENSP00000461930
ENSG00000143793	ENST00000272139	ENSP00000272139
ENSG00000131437	ENST00000403231	ENSP00000385808
ENSG00000169116	ENST00000307428	ENSP00000370224
ENSG00000117448	ENST00000372070	ENSP00000361140
ENSG00000174808	ENST00000395743	ENSP00000379092
ENSG00000144048	ENST00000272444	ENSP00000272444
ENSG00000181061	ENST00000452906	ENSP00000398064
ENSG00000106560	ENST00000223293	ENSP00000223293
ENSG00000083844	ENST00000263095	ENSP00000263095
ENSG00000133561	ENST00000618759	ENSP00000479580
ENSG00000105929	ENST00000310018	ENSP00000308122
ENSG00000182196	ENST00000315580	ENSP00000313422
ENSG00000122778	ENST00000422774	ENSP00000416040
ENSG00000145692	ENST00000274353	ENSP00000274353
ENSG00000102390	ENST00000373358	ENSP00000362456
ENSG00000186675	ENST00000373359	ENSP00000362457
ENSG00000099821	ENST00000588649	ENSP00000465759
ENSG00000102383	ENST00000373367	ENSP00000362465
ENSG00000044574	ENST00000324460	ENSP00000324173
ENSG00000215009	ENST00000399422	ENSP00000382349
ENSG00000112539	ENST00000230301	ENSP00000230301
ENSG00000090382	ENST00000261267	ENSP00000261267
ENSG00000182885	ENST00000333493	ENSP00000332900
ENSG00000182230	ENST00000515817	ENSP00000427684
ENSG00000241233	ENST00000398534	ENSP00000420723
ENSG00000177674	ENST00000314340	ENSP00000319713
ENSG00000186103	ENST00000334384	ENSP00000335578
ENSG00000198855	ENST00000552695	ENSP00000446479
ENSG00000129173	ENST00000620009	ENSP00000481103
ENSG00000175497	ENST00000393147	ENSP00000376855
ENSG00000152332	ENST00000489294	ENSP00000420270
ENSG00000187855	ENST00000342331	ENSP00000345420
ENSG00000162745	ENST00000367940	ENSP00000356917
ENSG00000143801	ENST00000366783	ENSP00000355747
ENSG00000158578	ENST00000330807	ENSP00000332369
ENSG00000113273	ENST00000264914	ENSP00000264914
ENSG00000279493	ENST00000624081	ENSP00000485664
ENSG00000179902	ENST00000369949	ENSP00000358965
ENSG00000145331	ENST00000273962	ENSP00000273962
ENSG00000026652	ENST00000320285	ENSP00000314036
ENSG00000144278	ENST00000392825	ENSP00000376570
ENSG00000197562	ENST00000535977	ENSP00000438492
ENSG00000099804	ENST00000215574	ENSP00000215574
ENSG00000197360	ENST00000357774	ENSP00000350418
ENSG00000187957	ENST00000341772	ENSP00000345229
ENSG00000181830	ENST00000314134	ENSP00000313318
ENSG00000100387	ENST00000216225	ENSP00000216225
ENSG00000256825	ENST00000540096	ENSP00000457704
ENSG00000205864	ENST00000382160	ENSP00000371595
ENSG00000196224	ENST00000399685	ENSP00000382592
ENSG00000206172	ENST00000320868	ENSP00000322421
ENSG00000188389	ENST00000334409	ENSP00000335062
ENSG00000049618	ENST00000346085	ENSP00000344546
ENSG00000184178	ENST00000401642	ENSP00000384182
ENSG00000185129	ENST00000331327	ENSP00000332706
ENSG00000121940	ENST00000356970	ENSP00000349456
ENSG00000178078	ENST00000600324	ENSP00000468927
ENSG00000127364	ENST00000247881	ENSP00000247881
ENSG00000158458	ENST00000361474	ENSP00000354910
ENSG00000160094	ENST00000539719	ENSP00000446335
ENSG00000159210	ENST00000502492	ENSP00000421380
ENSG00000198670	ENST00000316300	ENSP00000321334
ENSG00000162032	ENST00000566339	ENSP00000457206
ENSG00000163879	ENST00000296218	ENSP00000296218
ENSG00000111231	ENST00000543199	ENSP00000442770
ENSG00000109906	ENST00000335953	ENSP00000338157
ENSG00000134697	ENST00000373062	ENSP00000362153
ENSG00000101842	ENST00000415430	ENSP00000402219
ENSG00000118526	ENST00000367882	ENSP00000356857
ENSG00000116254	ENST00000262450	ENSP00000262450
ENSG00000186205	ENST00000366910	ENSP00000355877
ENSG00000251201	ENST00000282382	ENSP00000282382
ENSG00000170925	ENST00000302917	ENSP00000303777
ENSG00000172992	ENST00000310604	ENSP00000308515
ENSG00000164919	ENST00000520468	ENSP00000428895
ENSG00000082516	ENST00000285873	ENSP00000285873
ENSG00000143107	ENST00000370017	ENSP00000359034
ENSG00000205302	ENST00000379516	ENSP00000368831
ENSG00000126882	ENST00000372271	ENSP00000361345
ENSG00000181513	ENST00000431281	ENSP00000405969
ENSG00000134186	ENST00000370025	ENSP00000359042
ENSG00000165389	ENST00000298130	ENSP00000298130
ENSG00000113262	ENST00000231188	ENSP00000231188
ENSG00000120903	ENST00000407991	ENSP00000385026
ENSG00000178187	ENST00000320129	ENSP00000326249
ENSG00000113734	ENST00000231668	ENSP00000231668
ENSG00000170473	ENST00000408946	ENSP00000386156
ENSG00000138772	ENST00000264908	ENSP00000264908
ENSG00000170540	ENST00000304414	ENSP00000306788
ENSG00000074771	ENST00000159060	ENSP00000159060
ENSG00000117598	ENST00000263177	ENSP00000263177
ENSG00000013441	ENST00000434813	ENSP00000394734
ENSG00000172403	ENST00000307142	ENSP00000306015
ENSG00000185038	ENST00000610772	ENSP00000477597
ENSG00000121274	ENST00000436909	ENSP00000396995
ENSG00000158022	ENST00000374272	ENSP00000363390
ENSG00000008197	ENST00000008391	ENSP00000008391
ENSG00000097033	ENST00000616170	ENSP00000479919
ENSG00000197483	ENST00000598519	ENSP00000469591
ENSG00000178199	ENST00000409806	ENSP00000386616
ENSG00000185158	ENST00000341671	ENSP00000340519
ENSG00000167555	ENST00000360465	ENSP00000353652
ENSG00000214360	ENST00000398186	ENSP00000381247
ENSG00000151812	ENST00000339762	ENSP00000342518
ENSG00000164451	ENST00000405399	ENSP00000385836
ENSG00000129646	ENST00000262765	ENSP00000262765
ENSG00000251258	ENST00000441065	ENSP00000423391
ENSG00000145020	ENST00000273588	ENSP00000273588
ENSG00000105392	ENST00000221996	ENSP00000221996
ENSG00000135318	ENST00000257770	ENSP00000257770
ENSG00000167695	ENST00000308278	ENSP00000312017
ENSG00000166902	ENST00000300151	ENSP00000300151
ENSG00000273542	ENST00000611927	ENSP00000479794
ENSG00000276368	ENST00000333151	ENSP00000328484
ENSG00000152484	ENST00000282344	ENSP00000282344
ENSG00000144821	ENST00000273353	ENSP00000273353
ENSG00000100722	ENST00000251038	ENSP00000251038
ENSG00000116096	ENST00000234454	ENSP00000234454
ENSG00000153563	ENST00000409511	ENSP00000386559
ENSG00000111671	ENST00000524270	ENSP00000428338
ENSG00000166821	ENST00000300056	ENSP00000300056
ENSG00000172009	ENST00000307741	ENSP00000304467
ENSG00000111203	ENST00000228799	ENSP00000228799
ENSG00000115008	ENST00000263339	ENSP00000263339
ENSG00000071677	ENST00000165524	ENSP00000165524
ENSG00000188501	ENST00000341509	ENSP00000343490
ENSG00000168010	ENST00000321297	ENSP00000326340
ENSG00000117266	ENST00000506784	ENSP00000423665
ENSG00000119866	ENST00000335712	ENSP00000338774
ENSG00000168214	ENST00000342295	ENSP00000345206
ENSG00000142686	ENST00000270815	ENSP00000425166
ENSG00000162873	ENST00000367156	ENSP00000356124
ENSG00000105364	ENST00000253099	ENSP00000253099
ENSG00000146938	ENST00000381095	ENSP00000370485
ENSG00000157637	ENST00000374759	ENSP00000363891
ENSG00000164815	ENST00000297431	ENSP00000297431
ENSG00000153060	ENST00000283025	ENSP00000283025
ENSG00000133433	ENST00000290765	ENSP00000290765
ENSG00000139187	ENST00000356986	ENSP00000349477
ENSG00000214866	ENST00000399143	ENSP00000382097
ENSG00000126067	ENST00000373237	ENSP00000362334
ENSG00000134200	ENST00000256592	ENSP00000256592
ENSG00000077092	ENST00000330688	ENSP00000332296
ENSG00000152936	ENST00000458174	ENSP00000407353
ENSG00000019995	ENST00000359653	ENSP00000352676
ENSG00000022976	ENST00000442396	ENSP00000399863
ENSG00000277224	ENST00000356530	ENSP00000348924
ENSG00000158373	ENST00000289316	ENSP00000289316
ENSG00000184144	ENST00000331830	ENSP00000330633
ENSG00000117151	ENST00000370630	ENSP00000359664
ENSG00000214736	ENST00000398884	ENSP00000381859
ENSG00000177839	ENST00000316105	ENSP00000478606
ENSG00000153902	ENST00000310123	ENSP00000312273
ENSG00000198625	ENST00000367182	ENSP00000356150
ENSG00000160294	ENST00000397708	ENSP00000380820
ENSG00000131652	ENST00000326266	ENSP00000326531
ENSG00000170689	ENST00000311177	ENSP00000309439
ENSG00000165556	ENST00000381020	ENSP00000370408
ENSG00000183862	ENST00000329903	ENSP00000328478
ENSG00000185372	ENST00000329365	ENSP00000404102
ENSG00000165810	ENST00000327705	ENSP00000330200
ENSG00000171877	ENST00000417257	ENSP00000403067
ENSG00000116748	ENST00000520113	ENSP00000430075
ENSG00000196981	ENST00000330689	ENSP00000330381
ENSG00000131828	ENST00000379806	ENSP00000369134
ENSG00000101868	ENST00000379059	ENSP00000368349
ENSG00000179846	ENST00000317951	ENSP00000321976
ENSG00000170684	ENST00000303809	ENSP00000302770
ENSG00000159348	ENST00000367249	ENSP00000356218
ENSG00000203760	ENST00000368325	ENSP00000357308
ENSG00000215113	ENST00000542739	ENSP00000482270
ENSG00000142252	ENST00000270257	ENSP00000270257
ENSG00000105327	ENST00000449228	ENSP00000404503
ENSG00000168918	ENST00000445964	ENSP00000405338
ENSG00000156931	ENST00000436792	ENSP00000404704
ENSG00000283632	ENST00000413988	ENSP00000400713
ENSG00000160131	ENST00000330374	ENSP00000333255
ENSG00000180919	ENST00000316529	ENSP00000321196
ENSG00000175573	ENST00000438576	ENSP00000398350
ENSG00000163746	ENST00000497985	ENSP00000420132
ENSG00000278522	ENST00000611217	ENSP00000483103
ENSG00000198015	ENST00000549982	ENSP00000449884
ENSG00000105707	ENST00000262626	ENSP00000262626
ENSG00000060339	ENST00000265872	ENSP00000265872
ENSG00000164164	ENST00000454497	ENSP00000409279
ENSG00000043462	ENST00000046794	ENSP00000046794
ENSG00000075131	ENST00000261881	ENSP00000261881
ENSG00000187272	ENST00000254072	ENSP00000254072
ENSG00000240542	ENST00000398470	ENSP00000381488
ENSG00000115850	ENST00000264162	ENSP00000264162
ENSG00000146166	ENST00000370657	ENSP00000359691
ENSG00000171396	ENST00000390661	ENSP00000375076
ENSG00000198090	ENST00000345847	ENSP00000328270
ENSG00000105204	ENST00000593685	ENSP00000469863
ENSG00000148604	ENST00000359452	ENSP00000352427
ENSG00000182742	ENST00000332503	ENSP00000328928
ENSG00000145741	ENST00000380591	ENSP00000369965
ENSG00000162384	ENST00000294360	ENSP00000294360
ENSG00000110911	ENST00000394904	ENSP00000378364
ENSG00000221886	ENST00000408953	ENSP00000386184
ENSG00000285749	ENST00000456080	ENSP00000415609
ENSG00000168175	ENST00000395468	ENSP00000378851
ENSG00000110429	ENST00000265651	ENSP00000265651
ENSG00000129167	ENST00000250018	ENSP00000250018
ENSG00000123594	ENST00000380622	ENSP00000369996
ENSG00000155096	ENST00000337198	ENSP00000337180
ENSG00000151725	ENST00000281453	ENSP00000281453
ENSG00000196091	ENST00000452455	ENSP00000400908
ENSG00000187630	ENST00000335125	ENSP00000334801
ENSG00000115295	ENST00000320081	ENSP00000327009
ENSG00000105671	ENST00000247003	ENSP00000247003
ENSG00000075290	ENST00000343737	ENSP00000340677
ENSG00000164332	ENST00000296786	ENSP00000296786
ENSG00000148335	ENST00000611055	ENSP00000483489
ENSG00000171169	ENST00000373078	ENSP00000362170
ENSG00000065923	ENST00000616978	ENSP00000480916
ENSG00000161055	ENST00000292641	ENSP00000292641
ENSG00000123975	ENST00000314355	ENSP00000364976
ENSG00000176547	ENST00000319856	ENSP00000321419
ENSG00000117602	ENST00000374395	ENSP00000363516
ENSG00000214954	ENST00000448384	ENSP00000400803
ENSG00000040275	ENST00000265295	ENSP00000265295
ENSG00000133641	ENST00000356891	ENSP00000349358
ENSG00000136297	ENST00000404774	ENSP00000384690
ENSG00000123561	ENST00000327674	ENSP00000329374
ENSG00000106400	ENST00000305105	ENSP00000304593
ENSG00000140474	ENST00000440863	ENSP00000400312
ENSG00000130203	ENST00000252486	ENSP00000252486
ENSG00000166987	ENST00000355673	ENSP00000347896
ENSG00000178295	ENST00000317402	ENSP00000318977
ENSG00000165097	ENST00000297792	ENSP00000297792
ENSG00000160305	ENST00000417564	ENSP00000392066
ENSG00000013392	ENST00000369724	ENSP00000358739
ENSG00000125630	ENST00000541869	ENSP00000444136
ENSG00000075089	ENST00000188312	ENSP00000188312
ENSG00000102312	ENST00000326194	ENSP00000322304
ENSG00000162378	ENST00000294353	ENSP00000294353
ENSG00000264424	ENST00000255381	ENSP00000255381
ENSG00000203618	ENST00000366425	ENSP00000383382
ENSG00000125629	ENST00000245787	ENSP00000245787
ENSG00000184108	ENST00000332517	ENSP00000327738
ENSG00000064703	ENST00000369702	ENSP00000358716
ENSG00000196369	ENST00000612199	ENSP00000477776
ENSG00000116473	ENST00000369709	ENSP00000358723
ENSG00000135549	ENST00000615438	ENSP00000480824
ENSG00000143110	ENST00000343534	ENSP00000344218
ENSG00000197380	ENST00000391916	ENSP00000375783
ENSG00000248919	ENST00000413834	ENSP00000400168
ENSG00000184619	ENST00000331336	ENSP00000328017
ENSG00000013573	ENST00000545668	ENSP00000440402
ENSG00000218823	ENST00000404991	ENSP00000384700
ENSG00000106367	ENST00000337619	ENSP00000336666
ENSG00000137965	ENST00000370747	ENSP00000359783
ENSG00000134216	ENST00000369740	ENSP00000358755
ENSG00000164291	ENST00000380009	ENSP00000369346
ENSG00000108094	ENST00000537177	ENSP00000444856
ENSG00000157927	ENST00000399583	ENSP00000382492
ENSG00000161267	ENST00000392379	ENSP00000376184
ENSG00000111653	ENST00000396807	ENSP00000380024
ENSG00000197734	ENST00000355883	ENSP00000348145
ENSG00000115204	ENST00000380044	ENSP00000369383
ENSG00000171100	ENST00000370396	ENSP00000359423
ENSG00000159792	ENST00000291041	ENSP00000291041
ENSG00000172671	ENST00000344646	ENSP00000339484
ENSG00000141086	ENST00000574481	ENSP00000458537
ENSG00000165617	ENST00000335867	ENSP00000337439
ENSG00000144802	ENST00000326172	ENSP00000325663
ENSG00000168615	ENST00000487273	ENSP00000419446
ENSG00000116704	ENST00000235345	ENSP00000235345
ENSG00000129219	ENST00000263088	ENSP00000263088
ENSG00000184787	ENST00000345496	ENSP00000338348
ENSG00000134533	ENST00000256953	ENSP00000256953
ENSG00000142677	ENST00000270800	ENSP00000270800
ENSG00000196110	ENST00000591998	ENSP00000467723
ENSG00000196689	ENST00000571088	ENSP00000461007
ENSG00000196689	ENST00000572705	ENSP00000459962
ENSG00000132749	ENST00000255087	ENSP00000255087
ENSG00000187616	ENST00000339996	ENSP00000419712
ENSG00000143772	ENST00000429204	ENSP00000411152
ENSG00000111605	ENST00000266679	ENSP00000266679
ENSG00000138735	ENST00000354960	ENSP00000347046
ENSG00000278535	ENST00000618403	ENSP00000482704
ENSG00000135537	ENST00000368977	ENSP00000357973
ENSG00000169738	ENST00000306869	ENSP00000303356
ENSG00000113263	ENST00000422843	ENSP00000398655
ENSG00000158122	ENST00000375234	ENSP00000364382
ENSG00000170613	ENST00000302938	ENSP00000305596
ENSG00000121904	ENST00000373381	ENSP00000362479
ENSG00000162747	ENST00000531221	ENSP00000433642
ENSG00000196290	ENST00000409020	ENSP00000386394
ENSG00000101203	ENST00000358894	ENSP00000351767
ENSG00000215644	ENST00000400723	ENSP00000383558
ENSG00000166035	ENST00000299022	ENSP00000299022
ENSG00000116030	ENST00000392246	ENSP00000376077
ENSG00000135185	ENST00000433078	ENSP00000398083
ENSG00000143819	ENST00000614058	ENSP00000480004
ENSG00000187908	ENST00000368909	ENSP00000357905
ENSG00000271383	ENST00000621744	ENSP00000478752
ENSG00000013588	ENST00000014914	ENSP00000014914
ENSG00000120149	ENST00000239243	ENSP00000239243
ENSG00000166006	ENST00000549446	ENSP00000449253
ENSG00000179751	ENST00000318438	ENSP00000325564
ENSG00000130714	ENST00000372228	ENSP00000361302
ENSG00000141867	ENST00000263377	ENSP00000263377
ENSG00000130717	ENST00000372211	ENSP00000361285
ENSG00000155026	ENST00000405415	ENSP00000385443
ENSG00000111785	ENST00000392839	ENSP00000376583
ENSG00000187741	ENST00000389301	ENSP00000373952
ENSG00000139287	ENST00000333850	ENSP00000329093
ENSG00000120458	ENST00000239614	ENSP00000239614
ENSG00000158805	ENST00000443381	ENSP00000415836
ENSG00000196350	ENST00000601693	ENSP00000469582
ENSG00000143771	ENST00000465271	ENSP00000420443
ENSG00000163655	ENST00000496455	ENSP00000419851
ENSG00000158882	ENST00000367988	ENSP00000356967
ENSG00000116586	ENST00000368305	ENSP00000357288
ENSG00000158258	ENST00000458420	ENSP00000402460
ENSG00000175538	ENST00000310128	ENSP00000310557
ENSG00000188505	ENST00000339852	ENSP00000342137
ENSG00000197921	ENST00000378453	ENSP00000367714
ENSG00000157119	ENST00000287777	ENSP00000287777
ENSG00000143756	ENST00000366862	ENSP00000355827
ENSG00000124678	ENST00000311875	ENSP00000308708
ENSG00000164946	ENST00000422223	ENSP00000412940
ENSG00000272514	ENST00000369562	ENSP00000358575
ENSG00000127527	ENST00000455140	ENSP00000393313
ENSG00000164414	ENST00000369552	ENSP00000358565
ENSG00000136931	ENST00000373588	ENSP00000362690
ENSG00000121957	ENST00000406462	ENSP00000385510
ENSG00000269405	ENST00000625106	ENSP00000485586
ENSG00000175213	ENST00000311764	ENSP00000309606
ENSG00000173080	ENST00000368318	ENSP00000357301
ENSG00000067445	ENST00000173898	ENSP00000173898
ENSG00000233232	ENST00000435324	ENSP00000415207
ENSG00000162819	ENST00000340934	ENSP00000343742
ENSG00000143390	ENST00000290524	ENSP00000290524
ENSG00000284934	ENST00000443649	ENSP00000398495
ENSG00000140955	ENST00000268624	ENSP00000268624
ENSG00000122733	ENST00000242315	ENSP00000242315
ENSG00000160539	ENST00000372264	ENSP00000361338
ENSG00000092094	ENST00000206542	ENSP00000206542
ENSG00000183760	ENST00000331256	ENSP00000327557
ENSG00000117791	ENST00000366913	ENSP00000355880
ENSG00000146285	ENST00000369020	ENSP00000358016
ENSG00000278570	ENST00000617575	ENSP00000482504
ENSG00000198356	ENST00000591090	ENSP00000466379
ENSG00000260342	ENST00000567078	ENSP00000454746
ENSG00000130529	ENST00000252826	ENSP00000252826
ENSG00000177045	ENST00000317578	ENSP00000316842
ENSG00000132549	ENST00000358544	ENSP00000351346
ENSG00000170619	ENST00000450361	ENSP00000394331
ENSG00000170927	ENST00000371117	ENSP00000360158
ENSG00000178338	ENST00000322434	ENSP00000327143
ENSG00000116525	ENST00000291416	ENSP00000291416
ENSG00000171564	ENST00000302068	ENSP00000306099
ENSG00000165802	ENST00000371475	ENSP00000360530
ENSG00000213760	ENST00000303892	ENSP00000302194
ENSG00000124713	ENST00000372808	ENSP00000361894
ENSG00000115226	ENST00000264703	ENSP00000264703
ENSG00000132950	ENST00000382905	ENSP00000372361
ENSG00000198822	ENST00000361669	ENSP00000355316
ENSG00000105708	ENST00000344099	ENSP00000340514
ENSG00000167114	ENST00000300456	ENSP00000300456
ENSG00000139921	ENST00000457354	ENSP00000393316
ENSG00000115112	ENST00000263707	ENSP00000263707
ENSG00000067533	ENST00000366932	ENSP00000355899
ENSG00000145723	ENST00000399004	ENSP00000381970
ENSG00000175193	ENST00000317096	ENSP00000325421
ENSG00000140284	ENST00000267842	ENSP00000267842
ENSG00000104043	ENST00000284509	ENSP00000284509
ENSG00000174460	ENST00000310164	ENSP00000308921
ENSG00000137161	ENST00000372836	ENSP00000361926
ENSG00000145725	ENST00000613674	ENSP00000482907
ENSG00000187758	ENST00000209668	ENSP00000209668
ENSG00000062582	ENST00000317534	ENSP00000318158
ENSG00000130348	ENST00000369046	ENSP00000358042
ENSG00000197245	ENST00000374268	ENSP00000363386
ENSG00000198431	ENST00000525566	ENSP00000434516
ENSG00000123342	ENST00000322569	ENSP00000313437
ENSG00000111727	ENST00000229330	ENSP00000229330
ENSG00000263155	ENST00000267853	ENSP00000267853
ENSG00000167113	ENST00000300452	ENSP00000300452
ENSG00000184730	ENST00000564831	ENSP00000457539
ENSG00000256514	ENST00000543494	ENSP00000480527
ENSG00000175482	ENST00000312419	ENSP00000311368
ENSG00000094661	ENST00000209540	ENSP00000209540
ENSG00000081041	ENST00000508487	ENSP00000427279
ENSG00000178033	ENST00000368599	ENSP00000357588
ENSG00000123395	ENST00000336854	ENSP00000338990
ENSG00000141337	ENST00000448504	ENSP00000407193
ENSG00000010310	ENST00000590918	ENSP00000467494
ENSG00000167182	ENST00000376741	ENSP00000365931
ENSG00000108946	ENST00000392711	ENSP00000376475
ENSG00000170950	ENST00000304801	ENSP00000305995
ENSG00000173261	ENST00000311450	ENSP00000309087
ENSG00000167526	ENST00000311528	ENSP00000307889
ENSG00000214819	ENST00000399044	ENSP00000382000
ENSG00000105963	ENST00000539900	ENSP00000442682
ENSG00000127249	ENST00000342695	ENSP00000339182
ENSG00000115946	ENST00000263657	ENSP00000263657
ENSG00000174876	ENST00000330330	ENSP00000330484
ENSG00000183207	ENST00000595090	ENSP00000473172
ENSG00000106603	ENST00000395879	ENSP00000379218
ENSG00000146232	ENST00000275015	ENSP00000275015
ENSG00000184497	ENST00000375353	ENSP00000364502
ENSG00000180644	ENST00000441259	ENSP00000398568
ENSG00000175395	ENST00000302609	ENSP00000302222
ENSG00000073792	ENST00000382199	ENSP00000371634
ENSG00000148204	ENST00000373631	ENSP00000362734
ENSG00000186523	ENST00000448228	ENSP00000407067
ENSG00000135317	ENST00000314673	ENSP00000313121
ENSG00000205707	ENST00000381356	ENSP00000370761
ENSG00000117597	ENST00000491415	ENSP00000419005
ENSG00000258674	ENST00000555938	ENSP00000452549
ENSG00000214943	ENST00000399285	ENSP00000421557
ENSG00000231887	ENST00000543626	ENSP00000479168
ENSG00000212128	ENST00000390677	ENSP00000375095
ENSG00000196812	ENST00000340487	ENSP00000366527
ENSG00000212126	ENST00000506868	ENSP00000424040
ENSG00000104147	ENST00000220514	ENSP00000220514
ENSG00000276070	ENST00000620250	ENSP00000483609
ENSG00000104133	ENST00000261866	ENSP00000261866
ENSG00000188729	ENST00000339051	ENSP00000342356
ENSG00000138653	ENST00000264363	ENSP00000264363
ENSG00000124743	ENST00000370905	ENSP00000359942
ENSG00000135447	ENST00000257905	ENSP00000257905
ENSG00000221944	ENST00000408957	ENSP00000386186
ENSG00000204300	ENST00000375026	ENSP00000364166
ENSG00000176209	ENST00000438528	ENSP00000391549
ENSG00000154556	ENST00000355634	ENSP00000347852
ENSG00000267673	ENST00000393708	ENSP00000377311
ENSG00000173210	ENST00000506113	ENSP00000425394
ENSG00000122641	ENST00000242208	ENSP00000242208
ENSG00000125877	ENST00000380113	ENSP00000369456
ENSG00000107779	ENST00000372037	ENSP00000361107
ENSG00000119596	ENST00000325680	ENSP00000324463
ENSG00000211450	ENST00000388857	ENSP00000373509
ENSG00000275356	ENST00000616258	ENSP00000480627
ENSG00000262209	ENST00000576222	ENSP00000461862
ENSG00000103067	ENST00000473183	ENSP00000418748
ENSG00000102755	ENST00000282397	ENSP00000282397
ENSG00000240764	ENST00000252087	ENSP00000252087
ENSG00000118307	ENST00000395987	ENSP00000379310
ENSG00000182541	ENST00000340552	ENSP00000339916
ENSG00000121766	ENST00000615916	ENSP00000480986
ENSG00000163638	ENST00000498707	ENSP00000418735
ENSG00000055147	ENST00000351797	ENSP00000341597
ENSG00000137216	ENST00000259746	ENSP00000259746
ENSG00000074935	ENST00000368662	ENSP00000357651
ENSG00000163295	ENST00000295463	ENSP00000295463
ENSG00000204536	ENST00000396268	ENSP00000379566
ENSG00000147533	ENST00000357743	ENSP00000350378
ENSG00000165914	ENST00000328459	ENSP00000336127
ENSG00000117834	ENST00000236495	ENSP00000236495
ENSG00000042317	ENST00000393545	ENSP00000377176
ENSG00000176695	ENST00000585993	ENSP00000467301
ENSG00000279983	ENST00000624396	ENSP00000485074
ENSG00000171659	ENST00000378142	ENSP00000367384
ENSG00000113248	ENST00000231173	ENSP00000231173
ENSG00000181418	ENST00000421952	ENSP00000390590
ENSG00000186191	ENST00000375483	ENSP00000364632
ENSG00000152954	ENST00000378478	ENSP00000367739
ENSG00000181929	ENST00000316299	ENSP00000323867
ENSG00000058063	ENST00000323116	ENSP00000321195
ENSG00000117500	ENST00000370282	ENSP00000359305
ENSG00000099860	ENST00000215631	ENSP00000215631
ENSG00000107282	ENST00000265381	ENSP00000265381
ENSG00000114923	ENST00000273063	ENSP00000273063
ENSG00000068985	ENST00000376150	ENSP00000365320
ENSG00000275674	ENST00000622269	ENSP00000479373
ENSG00000183117	ENST00000520002	ENSP00000430733
ENSG00000110723	ENST00000265843	ENSP00000265843
ENSG00000132259	ENST00000379936	ENSP00000369268
ENSG00000114416	ENST00000357559	ENSP00000350170
ENSG00000157093	ENST00000287748	ENSP00000287748
ENSG00000164934	ENST00000297579	ENSP00000297579
ENSG00000159761	ENST00000403458	ENSP00000384117
ENSG00000115758	ENST00000234111	ENSP00000234111
ENSG00000157869	ENST00000330852	ENSP00000328551
ENSG00000183706	ENST00000328795	ENSP00000332500
ENSG00000182768	ENST00000379095	ENSP00000368389
ENSG00000124074	ENST00000243878	ENSP00000243878
ENSG00000153292	ENST00000371253	ENSP00000360299
ENSG00000173786	ENST00000393892	ENSP00000377470
ENSG00000183208	ENST00000558017	ENSP00000452793
